,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,Anomaly,Anomaly_Score,deposit
5494,46,blue-collar,842,yes,no,telephone,may,1,-1,unknown,0,-0.060674265,1
4428,52,services,1625,no,no,cellular,aug,2,-1,unknown,0,-0.08385307,1
7767,51,management,4305,yes,no,cellular,may,1,-1,unknown,0,-0.09291842,0
3237,45,admin,5021,no,no,cellular,jan,1,-1,unknown,0,-0.07127592,1
25,29,blue-collar,15,no,no,cellular,jun,1,-1,unknown,0,-0.08067246,0
3459,25,management,219,no,no,cellular,aug,1,96,success,0,-0.049802326,1
4107,27,technician,439,yes,no,cellular,apr,2,-1,unknown,0,-0.08747643,1
1262,43,admin,132,no,no,cellular,may,2,71,success,0,-0.06336288,1
1118,32,management,302,yes,yes,unknown,feb,1,384,failure,1,0.04266978,1
5577,45,blue-collar,2071,no,yes,telephone,jul,2,-1,unknown,0,-0.009143326,0
2322,28,technician,-123,no,yes,cellular,jul,1,-1,unknown,0,-0.07254452,1
7231,58,retired,499,yes,yes,cellular,jan,1,-1,unknown,0,-0.044077914,0
2972,27,admin,451,yes,no,cellular,jul,1,-1,unknown,0,-0.09468021,1
2936,30,unemployed,302,no,no,cellular,feb,3,-1,unknown,0,-0.07749964,1
1711,61,self-employed,10861,no,no,cellular,oct,1,91,success,1,0.0070550656,1
5932,64,retired,43,no,no,cellular,dec,1,-1,unknown,0,-0.053152863,1
6548,34,admin,35,yes,no,cellular,oct,1,69,failure,0,-0.020050064,0
3892,36,blue-collar,1822,yes,no,cellular,apr,1,323,other,0,-0.017453404,1
5176,37,management,1775,no,no,cellular,jul,5,-1,unknown,0,-0.095878035,1
23,35,management,0,yes,no,cellular,nov,2,96,success,0,-0.033083092,1
7254,34,admin,79,yes,no,cellular,aug,1,92,success,0,-0.031385846,1
5647,42,admin,534,yes,no,unknown,may,2,-1,unknown,0,-0.09614234,0
2629,45,admin,256,no,no,cellular,nov,2,-1,unknown,0,-0.086707614,0
1152,30,unemployed,0,yes,no,cellular,apr,1,-1,unknown,0,-0.066247605,0
6520,27,admin,2855,no,no,cellular,jan,1,301,failure,0,-0.022585066,1
6161,38,self-employed,138,no,no,unknown,may,3,-1,unknown,0,-0.048557505,0
2072,38,technician,581,yes,no,unknown,may,1,-1,unknown,0,-0.08791514,0
6575,42,blue-collar,1556,no,yes,cellular,jul,1,-1,unknown,0,-0.058260344,0
3026,30,self-employed,2666,no,no,cellular,aug,2,93,success,0,-0.015326388,1
7159,39,blue-collar,2467,no,no,cellular,jul,2,276,other,0,-0.028165374,1
2607,59,retired,178,yes,no,telephone,jul,2,-1,unknown,0,-0.029895838,0
7384,41,management,5310,yes,no,cellular,nov,1,-1,unknown,0,-0.07969747,1
4589,26,technician,2,yes,yes,unknown,may,1,-1,unknown,0,-0.05015581,0
5067,45,technician,441,yes,no,cellular,feb,1,-1,unknown,0,-0.0918041,0
7779,37,services,775,no,no,cellular,aug,2,-1,unknown,0,-0.09018759,1
3217,31,admin,879,yes,no,cellular,may,1,-1,unknown,0,-0.10330329,1
2859,60,retired,381,yes,no,cellular,apr,2,344,failure,0,-0.012065298,0
3782,44,admin,21,yes,no,cellular,apr,3,-1,unknown,0,-0.084717736,0
6681,46,self-employed,526,no,no,cellular,apr,1,87,other,0,-0.035234347,1
7569,34,services,-538,yes,no,unknown,may,1,-1,unknown,0,-0.0712916,1
2202,55,management,655,no,no,cellular,jul,6,-1,unknown,0,-0.08897015,0
185,43,retired,860,no,no,telephone,oct,1,-1,unknown,0,-0.020375922,1
7771,49,blue-collar,128,no,no,cellular,aug,2,-1,unknown,0,-0.08886764,1
1184,34,blue-collar,186,no,no,cellular,feb,1,-1,unknown,0,-0.097366594,0
7715,40,blue-collar,1508,no,no,cellular,nov,2,85,failure,0,-0.036342338,0
3191,33,technician,6,no,no,cellular,aug,2,-1,unknown,0,-0.102572225,0
2097,48,self-employed,1559,no,no,cellular,feb,2,-1,unknown,0,-0.08745551,0
169,51,management,119,no,no,cellular,nov,1,165,failure,0,-0.03407045,0
6514,57,management,2681,no,no,cellular,mar,2,-1,unknown,0,-0.07047574,1
5698,57,unemployed,209,no,no,unknown,jun,1,-1,unknown,0,-0.04607231,0
7239,63,retired,2896,no,no,cellular,jul,1,119,success,0,-0.03694676,1
1530,48,housemaid,46,no,no,cellular,aug,2,180,failure,0,-0.025331277,1
2415,56,blue-collar,771,yes,yes,unknown,jun,1,-1,unknown,0,-0.0049388297,0
623,31,admin,97,yes,no,unknown,may,1,-1,unknown,0,-0.082177766,1
5541,29,technician,-397,yes,no,unknown,may,1,-1,unknown,0,-0.081801176,0
6387,50,management,453,no,yes,unknown,jul,1,-1,unknown,0,-0.029843466,0
1707,41,technician,335,no,no,cellular,aug,3,-1,unknown,0,-0.10058671,0
2799,57,self-employed,11494,no,no,cellular,nov,1,-1,unknown,0,-0.036175057,0
1435,33,management,-139,no,no,cellular,jul,1,-1,unknown,0,-0.10004235,0
1546,45,management,1,no,no,cellular,aug,2,-1,unknown,0,-0.10207254,1
2760,60,admin,12980,no,no,cellular,mar,1,-1,unknown,0,-0.051401448,1
2175,34,blue-collar,1168,no,no,cellular,feb,2,-1,unknown,0,-0.095470436,0
4027,34,technician,1026,no,no,cellular,nov,1,100,failure,0,-0.03263524,0
7526,33,blue-collar,6138,yes,no,unknown,may,1,-1,unknown,0,-0.0805765,0
2489,43,admin,6,no,no,unknown,may,1,-1,unknown,0,-0.084571876,0
6447,32,entrepreneur,73,yes,no,cellular,nov,1,135,failure,0,-0.015908761,0
2409,40,services,9374,yes,no,cellular,nov,8,185,failure,1,0.0043537538,0
6110,38,technician,3278,no,no,cellular,aug,14,-1,unknown,0,-0.07139995,1
2352,67,retired,1341,no,no,cellular,feb,1,-1,unknown,0,-0.09049147,1
4747,30,entrepreneur,0,yes,yes,unknown,may,1,-1,unknown,0,-0.03927676,1
3079,39,management,1241,yes,no,cellular,jun,2,-1,unknown,0,-0.082449876,0
3116,51,management,469,no,no,cellular,oct,1,182,success,0,-0.043620747,1
4315,59,technician,1,no,no,cellular,apr,2,378,failure,0,-0.035535023,1
5892,53,unemployed,4,no,no,cellular,jul,3,-1,unknown,0,-0.07471499,0
369,49,management,350,no,no,cellular,aug,6,-1,unknown,0,-0.09849329,0
2912,40,technician,2266,no,no,cellular,oct,1,147,failure,0,-0.043525085,1
5189,35,services,1279,yes,no,unknown,jun,5,-1,unknown,0,-0.05223178,0
5845,30,management,0,no,no,cellular,aug,3,-1,unknown,0,-0.10203713,0
1144,47,admin,594,yes,no,unknown,may,1,-1,unknown,0,-0.09132718,0
1622,35,technician,6,yes,no,cellular,nov,1,-1,unknown,0,-0.078993544,0
3222,36,management,436,no,no,cellular,apr,1,595,failure,0,-0.025802713,1
2239,54,technician,876,no,no,cellular,oct,3,541,success,0,-0.002863233,1
2947,30,blue-collar,35,yes,no,cellular,jul,2,-1,unknown,0,-0.08437944,0
1445,33,management,0,yes,no,cellular,may,1,-1,unknown,0,-0.10017673,1
6797,66,retired,2883,no,no,cellular,apr,1,-1,unknown,0,-0.081510074,1
1151,28,student,1925,no,no,cellular,feb,1,93,success,0,-0.012246903,0
2391,36,technician,54,yes,no,cellular,aug,3,-1,unknown,0,-0.07948474,1
30,31,blue-collar,55,yes,yes,cellular,apr,2,-1,unknown,0,-0.04480114,0
2682,44,blue-collar,284,no,no,cellular,feb,4,187,other,0,-0.026995312,0
5562,31,unemployed,2616,no,no,cellular,may,1,185,other,0,-0.0330719,1
7748,39,technician,1435,no,no,cellular,jun,1,296,other,0,-0.03565347,1
5365,29,technician,542,yes,no,unknown,may,3,-1,unknown,0,-0.083746895,0
7676,32,management,3696,no,no,unknown,may,3,-1,unknown,0,-0.07453688,0
4421,57,management,1318,no,no,cellular,oct,1,185,failure,0,-0.029415138,1
4506,56,management,705,no,no,cellular,nov,2,-1,unknown,0,-0.08011184,0
1073,22,student,71,no,no,cellular,jul,1,181,success,0,-0.0065589864,1
466,54,technician,473,no,yes,cellular,nov,1,81,failure,0,-0.005715082,1
6324,31,blue-collar,2137,no,no,unknown,may,1,-1,unknown,0,-0.07577381,0
7155,47,admin,0,no,no,cellular,nov,1,190,other,0,-0.030089205,1
5206,30,technician,569,no,no,cellular,aug,12,-1,unknown,0,-0.07431055,1
5496,29,blue-collar,-382,yes,no,cellular,jul,2,-1,unknown,0,-0.08260167,0
1965,47,blue-collar,8229,no,no,cellular,aug,2,-1,unknown,0,-0.079488724,1
7055,30,unemployed,330,no,no,cellular,jul,1,80,success,0,-0.035577506,1
4778,52,services,2993,no,no,cellular,mar,6,-1,unknown,0,-0.05884494,0
6238,31,blue-collar,6281,no,no,cellular,oct,1,128,other,0,-0.012218378,1
7177,77,management,1780,yes,no,cellular,oct,2,183,success,0,-0.0017472517,1
4782,32,management,937,no,no,cellular,may,1,190,failure,0,-0.049646184,0
7292,59,technician,309,no,yes,cellular,jul,5,-1,unknown,0,-0.062287234,0
4946,73,retired,542,no,no,telephone,apr,5,-1,unknown,0,-0.013136025,0
60,45,blue-collar,154,yes,no,unknown,may,1,-1,unknown,0,-0.08020244,1
636,38,services,2678,no,no,cellular,sep,2,187,success,0,-0.03436875,1
1158,33,blue-collar,2655,yes,no,cellular,nov,1,-1,unknown,0,-0.076857656,0
5905,33,services,152,yes,no,cellular,may,2,365,success,0,-0.035714522,1
3121,28,student,0,no,no,cellular,feb,20,-1,unknown,0,-0.030950764,1
5403,44,blue-collar,-448,yes,no,unknown,jun,2,-1,unknown,0,-0.054833066,0
4741,32,technician,540,no,yes,cellular,jan,1,-1,unknown,0,-0.06616452,1
1960,39,blue-collar,-294,yes,no,unknown,jun,2,-1,unknown,0,-0.055471964,0
6792,36,technician,3350,yes,no,cellular,apr,1,269,other,0,-0.024586769,0
6610,52,housemaid,234,no,no,cellular,nov,1,-1,unknown,0,-0.06548952,0
7291,48,self-employed,7,yes,no,unknown,may,1,-1,unknown,0,-0.05298859,0
5867,42,technician,1079,no,no,cellular,jul,2,-1,unknown,0,-0.096545815,0
2248,56,technician,73,no,no,cellular,aug,4,-1,unknown,0,-0.0904084,1
7060,30,management,1221,yes,no,telephone,jul,4,-1,unknown,0,-0.043192763,1
7491,49,management,-6847,no,yes,cellular,jul,1,-1,unknown,0,-0.0656598,0
7132,25,student,8,no,no,cellular,apr,2,-1,unknown,0,-0.057494402,1
1918,36,self-employed,1354,yes,no,cellular,may,1,356,success,0,-0.021872334,1
607,57,management,10583,no,no,cellular,jun,3,-1,unknown,0,-0.05562327,1
1686,37,technician,6101,no,no,cellular,may,5,87,success,0,-0.029264156,0
1016,37,unemployed,1978,no,no,cellular,mar,1,-1,unknown,0,-0.061128408,1
2382,25,management,-242,yes,yes,cellular,may,4,332,other,1,0.021529173,1
4072,29,blue-collar,294,yes,no,unknown,may,2,-1,unknown,0,-0.09187134,0
7606,28,management,223,yes,no,telephone,aug,2,119,other,1,0.03313322,1
4636,47,blue-collar,-614,yes,no,unknown,may,2,-1,unknown,0,-0.08871346,0
6079,69,retired,4572,no,no,telephone,oct,2,56,other,1,0.022663834,1
4015,32,technician,930,yes,no,unknown,may,1,-1,unknown,0,-0.08633367,0
1786,39,blue-collar,332,yes,no,unknown,may,3,-1,unknown,0,-0.09540415,0
6214,54,admin,66,yes,no,cellular,nov,1,-1,unknown,0,-0.07769404,1
7757,56,management,3885,yes,no,cellular,jul,1,-1,unknown,0,-0.08174209,0
6963,50,technician,-97,yes,no,cellular,apr,1,306,failure,0,-0.037343536,0
1264,60,retired,55,no,no,cellular,jun,1,-1,unknown,0,-0.06673663,0
4475,32,management,1742,no,no,unknown,jun,2,-1,unknown,0,-0.06139172,0
5465,26,services,199,no,no,cellular,jul,6,-1,unknown,0,-0.08195543,0
6156,54,services,0,yes,no,cellular,feb,2,267,other,0,-0.021602174,1
3991,32,unemployed,262,no,no,cellular,jan,1,-1,unknown,0,-0.064223066,0
6967,31,blue-collar,-159,no,yes,telephone,nov,1,-1,unknown,1,0.0036082282,0
2068,48,unemployed,201,no,no,cellular,nov,1,91,success,0,-0.026059272,1
6603,32,technician,562,yes,no,unknown,may,3,-1,unknown,0,-0.071725026,1
2185,41,blue-collar,1020,yes,no,unknown,may,1,-1,unknown,0,-0.095960386,0
4728,41,blue-collar,306,yes,no,telephone,may,1,369,failure,1,0.003110545,0
1508,43,management,0,yes,no,cellular,jul,1,-1,unknown,0,-0.0977451,0
6027,29,services,1135,yes,no,cellular,feb,1,-1,unknown,0,-0.08465355,1
5592,43,technician,4389,no,no,telephone,jul,2,85,success,1,0.02043042,1
1854,31,services,2050,yes,no,cellular,nov,5,-1,unknown,0,-0.07358382,0
5268,23,student,1298,no,no,cellular,jul,1,-1,unknown,0,-0.062447652,1
3752,54,management,8295,no,no,cellular,oct,2,119,success,0,-0.022087533,1
4607,39,admin,14,yes,yes,unknown,may,9,-1,unknown,0,-0.03467838,0
6453,24,student,1809,no,no,cellular,oct,1,95,success,1,0.00093718956,1
2155,38,management,427,yes,no,cellular,nov,1,182,failure,0,-0.038221475,0
5615,31,unemployed,86,yes,yes,unknown,jun,2,-1,unknown,0,-0.010203805,1
2002,25,blue-collar,-221,yes,no,unknown,may,1,-1,unknown,0,-0.086595476,0
3786,31,management,166,no,no,cellular,aug,6,-1,unknown,0,-0.09906189,0
3229,57,admin,-461,yes,yes,unknown,jun,8,-1,unknown,0,-0.0016041128,0
7267,55,technician,276,yes,no,unknown,may,1,-1,unknown,0,-0.08086513,0
4818,50,admin,81,no,yes,cellular,nov,1,-1,unknown,0,-0.056799516,0
5339,37,technician,1458,no,no,cellular,apr,1,-1,unknown,0,-0.10278977,1
6204,40,management,106,no,no,unknown,jun,2,-1,unknown,0,-0.0556272,1
91,37,technician,588,yes,no,cellular,aug,4,-1,unknown,0,-0.08597663,0
6678,73,retired,1050,no,no,cellular,mar,3,181,failure,0,-0.012370259,1
1916,33,admin,1437,yes,no,unknown,may,1,-1,unknown,0,-0.09433457,0
5766,39,admin,378,no,no,unknown,jun,5,-1,unknown,0,-0.064138,0
6258,39,technician,10685,yes,no,cellular,jul,9,-1,unknown,0,-0.049709424,1
6786,33,management,0,no,no,unknown,may,2,-1,unknown,0,-0.081841685,0
2638,80,retired,235,no,no,cellular,mar,1,223,other,0,-0.016208319,1
5324,34,management,158,no,no,cellular,sep,2,132,failure,0,-0.037430495,1
7079,39,technician,1685,yes,no,cellular,may,1,368,failure,0,-0.04631458,0
1159,36,blue-collar,7051,no,yes,cellular,jul,13,-1,unknown,0,-0.021011276,0
5925,26,blue-collar,0,yes,no,unknown,may,3,-1,unknown,0,-0.08703004,0
6645,49,admin,880,yes,yes,cellular,may,3,-1,unknown,0,-0.068057775,0
1870,46,management,4,no,no,cellular,aug,4,-1,unknown,0,-0.09910245,1
236,40,services,0,yes,no,cellular,jun,1,28,failure,0,-0.030211657,0
7419,47,blue-collar,-58,yes,no,cellular,jul,2,-1,unknown,0,-0.083858795,0
4078,41,management,1468,yes,no,cellular,mar,3,-1,unknown,0,-0.076662354,1
2809,45,blue-collar,96,yes,no,cellular,apr,3,256,failure,0,-0.037420124,1
5801,34,blue-collar,129,yes,yes,cellular,nov,1,200,success,1,0.0055586803,1
3113,33,management,20,no,no,cellular,aug,2,-1,unknown,0,-0.10833635,0
1315,34,technician,122,no,no,unknown,may,5,-1,unknown,0,-0.07393555,0
2920,59,retired,1033,no,no,unknown,jun,1,-1,unknown,0,-0.028826727,1
136,33,admin,177,yes,no,cellular,may,1,-1,unknown,0,-0.10714471,0
2625,34,management,1058,yes,no,unknown,may,2,-1,unknown,0,-0.073385894,1
6851,51,technician,1533,no,no,unknown,jun,2,-1,unknown,0,-0.0713639,0
4953,43,management,136,no,no,cellular,aug,2,-1,unknown,0,-0.10826473,0
94,33,management,4570,no,no,cellular,aug,2,-1,unknown,0,-0.09905751,1
3224,32,technician,390,yes,no,unknown,may,1,-1,unknown,0,-0.087213136,0
222,29,management,247,no,no,cellular,sep,2,587,failure,0,-0.013759681,1
1272,48,services,-361,yes,no,cellular,may,3,349,other,0,-0.016949952,1
7360,33,self-employed,562,yes,yes,cellular,apr,1,363,failure,1,0.0040834355,1
4564,25,technician,102,no,yes,cellular,jul,2,-1,unknown,0,-0.07435501,1
6801,45,technician,999,yes,no,unknown,may,2,-1,unknown,0,-0.086566955,0
1567,34,technician,294,yes,no,cellular,jun,3,-1,unknown,0,-0.084346704,1
3250,30,services,1256,yes,no,cellular,may,3,-1,unknown,0,-0.101819016,0
7316,33,unknown,335,no,no,cellular,feb,2,177,failure,0,-0.041337233,1
1419,33,blue-collar,1,yes,no,cellular,apr,1,-1,unknown,0,-0.08088048,0
3494,53,management,241,yes,no,cellular,nov,1,-1,unknown,0,-0.082189575,0
5657,51,housemaid,9228,no,no,cellular,jul,4,-1,unknown,0,-0.057336167,1
1910,30,management,640,no,no,cellular,feb,4,213,failure,0,-0.033014942,0
3825,30,services,80,yes,no,unknown,may,2,-1,unknown,0,-0.087503105,0
3379,37,management,72,yes,yes,cellular,apr,5,150,failure,0,-0.004018514,1
460,26,admin,313,no,yes,cellular,jun,1,96,success,0,-0.01009975,1
7561,60,blue-collar,5,no,no,cellular,oct,1,-1,unknown,0,-0.06551778,1
1178,46,services,355,yes,no,cellular,may,2,338,other,0,-0.024651807,0
4529,29,blue-collar,98,no,no,cellular,aug,2,-1,unknown,0,-0.087573744,0
5924,46,services,973,no,no,cellular,feb,1,-1,unknown,0,-0.091779135,0
4638,28,admin,167,yes,yes,cellular,feb,2,-1,unknown,0,-0.05699201,0
4639,43,services,-236,yes,no,cellular,jul,7,-1,unknown,0,-0.07798539,1
529,51,management,-15,no,no,cellular,jul,2,-1,unknown,0,-0.09729035,0
6489,47,management,60,no,no,unknown,jun,7,-1,unknown,0,-0.044153538,0
7763,37,technician,0,yes,no,cellular,jul,6,-1,unknown,0,-0.080024086,1
7136,35,blue-collar,0,yes,no,unknown,may,1,-1,unknown,0,-0.080760196,1
4226,58,services,-37,no,yes,telephone,feb,2,205,failure,1,0.049529273,0
2360,29,technician,1489,yes,no,unknown,may,1,-1,unknown,0,-0.08293705,0
5586,34,admin,479,yes,no,cellular,may,1,350,failure,0,-0.04122034,1
3495,43,admin,817,yes,yes,cellular,nov,1,-1,unknown,0,-0.05404878,0
1915,39,blue-collar,34,yes,no,unknown,may,1,-1,unknown,0,-0.09612816,0
7383,36,blue-collar,2103,no,yes,unknown,jun,1,-1,unknown,0,-0.02045786,0
2581,32,management,0,no,no,unknown,may,1,-1,unknown,0,-0.0797248,0
3283,30,services,48,yes,no,cellular,jul,13,-1,unknown,0,-0.06970218,1
6865,26,technician,124,yes,no,unknown,may,8,-1,unknown,0,-0.057498585,0
2964,48,blue-collar,-314,yes,no,cellular,may,5,-1,unknown,0,-0.08867063,0
1165,25,blue-collar,1857,yes,no,cellular,oct,1,91,success,0,-0.0076876758,1
6154,53,blue-collar,974,yes,no,unknown,may,2,-1,unknown,0,-0.089276336,0
1886,39,management,45,no,no,cellular,aug,4,-1,unknown,0,-0.10632546,0
3582,38,management,1187,yes,yes,cellular,feb,1,-1,unknown,0,-0.057462145,0
4248,60,retired,209,no,no,cellular,aug,3,106,failure,0,-0.030452158,1
6556,33,services,170,no,no,cellular,jul,1,-1,unknown,0,-0.09451485,1
5536,46,services,437,yes,no,cellular,may,3,-1,unknown,0,-0.0974022,1
6971,35,self-employed,3698,yes,no,cellular,mar,1,-1,unknown,0,-0.038563795,1
525,52,management,944,no,yes,unknown,jun,1,-1,unknown,0,-0.034589257,0
3573,31,management,927,no,no,cellular,aug,4,-1,unknown,0,-0.10389526,0
1923,32,admin,337,no,no,cellular,may,3,368,failure,0,-0.03079572,0
4276,29,blue-collar,5,no,no,cellular,jun,1,-1,unknown,0,-0.08243111,1
7096,39,entrepreneur,0,no,no,cellular,nov,7,-1,unknown,0,-0.048253298,0
6056,51,blue-collar,201,yes,no,cellular,jul,2,-1,unknown,0,-0.08130907,1
522,48,housemaid,71,no,no,cellular,aug,3,-1,unknown,0,-0.07671149,0
342,46,admin,171,yes,yes,cellular,oct,1,430,failure,1,0.038651753,0
4142,60,retired,979,yes,no,cellular,jan,3,347,failure,1,0.0031053452,1
2349,28,blue-collar,1011,yes,no,cellular,apr,3,-1,unknown,0,-0.076064065,0
6857,35,management,5958,yes,no,cellular,mar,1,-1,unknown,0,-0.06645598,1
403,34,technician,127,no,no,cellular,jun,1,-1,unknown,0,-0.09526344,1
6970,30,management,6432,yes,no,cellular,nov,2,119,other,0,-0.011748788,0
4971,38,technician,1221,yes,yes,cellular,aug,7,-1,unknown,0,-0.040446296,0
2479,30,management,415,yes,yes,cellular,may,1,343,failure,0,-0.015648425,1
4450,24,student,597,yes,no,cellular,apr,3,-1,unknown,0,-0.050851498,1
6144,34,management,133,yes,no,unknown,may,1,-1,unknown,0,-0.08703492,0
6878,52,blue-collar,2230,no,no,cellular,oct,3,-1,unknown,0,-0.06839435,1
4875,58,management,2155,no,yes,cellular,aug,2,182,success,0,-0.018293723,1
2648,28,management,320,yes,no,cellular,apr,1,-1,unknown,0,-0.08204198,0
3630,52,entrepreneur,3469,yes,no,cellular,apr,1,147,success,0,-0.020322405,1
7065,26,student,826,no,no,cellular,jan,1,-1,unknown,0,-0.050310586,0
4461,32,student,64,no,no,cellular,jun,4,105,failure,1,0.0030769806,1
4645,38,admin,1767,yes,no,cellular,jul,4,239,success,0,-0.025679266,1
992,29,management,53,yes,no,cellular,jul,17,-1,unknown,0,-0.056576278,0
6883,52,unemployed,959,no,no,telephone,jul,2,-1,unknown,0,-0.036822163,1
3827,52,entrepreneur,-104,no,yes,cellular,jul,1,-1,unknown,0,-0.05144026,0
715,29,blue-collar,7,yes,no,cellular,may,3,-1,unknown,0,-0.09537542,0
6861,40,technician,277,yes,no,unknown,may,2,-1,unknown,0,-0.08830699,0
3321,43,management,483,no,no,cellular,aug,6,-1,unknown,0,-0.09598271,1
4515,52,housemaid,131,yes,yes,cellular,may,1,-1,unknown,0,-0.07190834,0
1177,25,services,2022,no,no,cellular,jul,8,97,other,0,-0.021179948,1
6046,45,entrepreneur,5315,yes,yes,cellular,may,2,-1,unknown,0,-0.056155533,0
3072,44,admin,985,yes,yes,cellular,may,7,325,failure,1,0.016319731,0
4082,36,admin,994,no,no,cellular,aug,2,105,success,0,-0.04080617,0
465,31,entrepreneur,734,yes,no,cellular,may,1,168,other,0,-0.025025014,0
2321,44,blue-collar,-234,yes,yes,cellular,may,3,347,failure,1,0.0014723039,0
7186,34,blue-collar,503,yes,no,unknown,may,2,-1,unknown,0,-0.095100656,0
6819,31,services,1167,yes,yes,cellular,nov,1,-1,unknown,0,-0.05876916,0
5031,29,management,1377,no,no,cellular,apr,2,-1,unknown,0,-0.09951275,1
6055,39,services,282,yes,no,cellular,jul,1,-1,unknown,0,-0.09356676,0
628,41,admin,338,yes,no,unknown,may,1,-1,unknown,0,-0.095430665,0
3428,30,management,4889,no,no,cellular,aug,2,-1,unknown,0,-0.09290431,1
7240,31,management,1308,no,no,cellular,aug,3,-1,unknown,0,-0.104154855,0
600,32,blue-collar,759,yes,no,cellular,apr,5,-1,unknown,0,-0.08464754,1
2073,43,management,182,no,no,cellular,jan,1,-1,unknown,0,-0.0828833,0
1764,49,admin,228,yes,no,cellular,jun,1,92,success,0,-0.029778734,1
1669,43,admin,1996,no,yes,cellular,jul,3,-1,unknown,0,-0.067239396,0
7264,27,technician,643,no,no,telephone,oct,1,93,success,1,0.02847367,1
4217,38,admin,0,yes,no,cellular,jun,1,181,success,0,-0.03445487,1
2153,39,management,2981,no,no,cellular,mar,1,-1,unknown,0,-0.07992343,1
1535,36,management,1841,yes,no,cellular,aug,4,-1,unknown,0,-0.09728676,0
6757,30,management,0,no,no,cellular,aug,2,-1,unknown,0,-0.10505631,0
3874,51,entrepreneur,36935,yes,no,cellular,nov,1,-1,unknown,0,-0.01855517,0
7438,41,management,1897,yes,no,unknown,may,3,-1,unknown,0,-0.08576945,0
4565,33,services,6904,no,no,telephone,nov,2,-1,unknown,0,-0.022918398,0
5648,52,blue-collar,1319,no,no,telephone,apr,2,-1,unknown,0,-0.037150428,0
4338,44,unemployed,522,no,no,cellular,apr,1,-1,unknown,0,-0.07468424,0
2326,34,admin,1406,yes,no,cellular,aug,2,85,success,0,-0.03136121,1
1864,53,admin,1796,no,no,telephone,dec,1,193,failure,1,0.045240693,1
7711,30,student,3026,no,no,cellular,jul,1,535,failure,1,0.019029688,1
5988,28,admin,261,yes,yes,cellular,sep,2,98,success,1,0.00429771,1
5384,45,admin,1097,yes,yes,cellular,feb,1,208,failure,0,-0.0074027777,0
761,26,entrepreneur,725,no,no,cellular,feb,2,189,other,0,-0.022134408,1
6768,51,technician,564,no,yes,cellular,jul,2,-1,unknown,0,-0.07026314,0
6010,27,blue-collar,484,yes,no,cellular,apr,2,-1,unknown,0,-0.07660793,0
4933,34,management,1494,yes,no,cellular,nov,1,182,other,0,-0.030406868,1
3787,51,management,1612,yes,no,cellular,nov,2,131,failure,0,-0.027771525,0
4649,47,management,2475,yes,no,cellular,nov,4,-1,unknown,0,-0.0795176,0
2985,36,technician,818,yes,yes,cellular,aug,4,-1,unknown,0,-0.048620384,0
1765,35,blue-collar,293,yes,no,cellular,apr,1,325,other,0,-0.016182046,1
1971,31,management,1164,yes,yes,cellular,jul,3,-1,unknown,0,-0.066962846,0
5837,35,blue-collar,-276,yes,no,cellular,may,1,-1,unknown,0,-0.09967645,1
3704,75,retired,3810,yes,no,cellular,nov,1,183,failure,0,-0.009589374,1
927,53,blue-collar,2295,no,no,cellular,aug,10,-1,unknown,0,-0.074257076,0
4329,59,management,2764,no,no,cellular,feb,1,56,failure,0,-0.04461928,0
6902,31,services,414,yes,no,unknown,may,1,-1,unknown,0,-0.087904215,0
339,36,blue-collar,29,yes,yes,cellular,jul,1,-1,unknown,0,-0.053114027,0
3314,35,management,141,no,yes,cellular,nov,1,-1,unknown,0,-0.063041106,1
108,52,management,193,no,no,cellular,apr,1,269,failure,0,-0.04211997,1
1487,58,unemployed,687,yes,no,cellular,apr,2,-1,unknown,0,-0.05593708,1
1847,61,retired,8729,no,no,cellular,oct,1,-1,unknown,0,-0.05371591,1
7182,31,technician,23,no,no,cellular,aug,3,-1,unknown,0,-0.096955106,0
338,39,services,7066,yes,no,cellular,may,3,357,other,0,-0.0072330367,1
5809,24,student,0,no,no,unknown,jun,26,-1,unknown,1,0.015143097,0
7617,58,management,3228,no,no,cellular,aug,2,-1,unknown,0,-0.09534831,0
2032,52,management,31,no,no,cellular,mar,1,-1,unknown,0,-0.07768617,1
4372,51,technician,196,yes,yes,cellular,feb,1,-1,unknown,0,-0.060812205,1
491,42,admin,12,yes,no,cellular,apr,4,-1,unknown,0,-0.08238197,0
851,80,retired,173,no,no,cellular,aug,3,-1,unknown,0,-0.07283657,0
2256,31,blue-collar,292,yes,yes,unknown,may,18,-1,unknown,0,-0.026721051,0
2047,49,blue-collar,408,no,no,cellular,aug,4,-1,unknown,0,-0.084483415,1
2132,43,blue-collar,-312,yes,no,unknown,jun,11,-1,unknown,0,-0.034012266,0
617,31,management,325,yes,no,cellular,jul,2,-1,unknown,0,-0.094905995,1
4318,53,entrepreneur,162,yes,no,cellular,may,2,-1,unknown,0,-0.09347343,0
3129,20,student,215,no,no,cellular,nov,1,95,success,0,-0.0002086912,1
879,38,technician,791,yes,no,unknown,may,2,-1,unknown,0,-0.08724763,0
4492,55,services,2166,yes,no,unknown,may,17,-1,unknown,0,-0.042185776,0
4845,51,blue-collar,4695,no,no,cellular,aug,10,-1,unknown,0,-0.059230678,0
1936,43,admin,-247,yes,yes,cellular,feb,2,76,failure,0,-0.00623005,1
3556,33,admin,855,no,no,cellular,apr,1,-1,unknown,0,-0.10042489,1
