,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,deposit
5376,50,management,3537,no,no,unknown,oct,1,-1,other,single,tertiary,no,24,305,0,1
4675,53,admin,10541,no,no,cellular,feb,2,92,success,married,secondary,no,9,164,1,1
6038,43,unemployed,210,yes,no,unknown,may,5,-1,other,married,secondary,no,12,88,0,0
5323,36,blue-collar,973,yes,yes,unknown,may,1,-1,other,married,primary,no,23,293,0,0
3425,47,technician,0,no,no,unknown,nov,1,-1,other,married,secondary,no,11,74,0,0
695,51,self-employed,0,no,no,cellular,oct,2,-1,other,single,secondary,no,29,1707,0,1
1413,29,blue-collar,5903,yes,no,unknown,may,1,-1,other,married,secondary,no,8,194,0,0
5186,58,unemployed,1230,no,no,cellular,may,1,87,failure,married,secondary,no,20,420,1,1
6757,30,management,0,no,no,cellular,aug,2,-1,other,married,tertiary,no,14,95,0,0
4672,44,services,-389,yes,yes,unknown,jun,1,-1,other,divorced,secondary,no,5,52,0,0
4867,41,management,0,no,no,cellular,aug,2,-1,other,divorced,secondary,no,6,438,0,0
938,38,management,1704,no,no,cellular,sep,1,-1,other,single,tertiary,no,1,222,0,0
3402,53,technician,395,no,no,cellular,oct,1,148,failure,married,tertiary,no,29,136,1,1
2844,31,technician,11,no,no,cellular,aug,2,-1,other,married,tertiary,no,27,651,0,0
7528,31,technician,2363,yes,no,unknown,may,1,-1,other,married,secondary,no,13,247,0,0
7622,31,unemployed,1776,no,no,cellular,jun,1,207,other,single,secondary,no,15,220,1,1
1514,30,technician,4060,no,no,cellular,feb,1,93,other,single,tertiary,no,3,179,1,1
5762,32,management,4,no,no,cellular,jan,1,-1,other,single,tertiary,yes,29,181,0,0
2884,30,management,502,no,yes,cellular,jul,1,-1,other,single,tertiary,no,18,572,0,1
1577,33,technician,2362,yes,no,cellular,aug,4,-1,other,married,secondary,no,26,271,0,0
6874,37,management,6771,no,no,cellular,mar,1,-1,other,married,tertiary,no,5,319,0,1
1257,51,services,5801,yes,no,unknown,may,2,-1,other,married,unknown,no,29,147,0,0
7543,55,blue-collar,7378,no,no,unknown,may,3,-1,other,divorced,secondary,no,14,316,0,0
6948,51,blue-collar,1432,no,no,cellular,jul,1,-1,other,married,unknown,no,9,388,0,0
72,26,unemployed,502,yes,no,telephone,may,1,-1,other,single,secondary,no,7,82,0,0
2896,45,blue-collar,28,no,yes,cellular,feb,1,222,other,married,secondary,no,4,215,1,0
4554,35,management,0,yes,no,unknown,jun,1,-1,other,single,tertiary,no,2,184,0,0
3200,25,blue-collar,2483,no,no,cellular,jul,3,-1,other,single,primary,no,10,1499,0,1
5664,32,self-employed,102,yes,no,cellular,jul,1,-1,other,married,primary,no,18,560,0,1
933,51,technician,-1944,yes,no,cellular,may,1,-1,other,married,secondary,no,7,623,0,1
2283,58,unemployed,999,no,no,cellular,jul,6,-1,other,single,primary,no,25,188,0,0
2616,57,technician,29207,yes,no,telephone,nov,2,-1,other,married,secondary,no,21,232,0,0
2012,33,management,0,yes,no,cellular,jul,3,-1,other,married,tertiary,no,28,54,0,0
1542,42,services,1301,yes,no,cellular,jul,6,-1,other,married,secondary,no,21,510,0,0
3937,40,services,573,yes,no,cellular,may,1,-1,other,single,secondary,no,14,329,0,0
3846,37,blue-collar,-97,yes,no,unknown,jun,2,-1,other,married,secondary,no,5,135,0,0
7190,31,entrepreneur,131,yes,no,cellular,jul,1,-1,other,single,secondary,no,21,157,0,0
5487,56,services,1989,no,no,cellular,feb,2,281,failure,married,secondary,no,3,336,2,1
5281,39,management,0,yes,no,cellular,jul,21,-1,other,married,secondary,no,24,21,0,0
4377,42,blue-collar,413,yes,no,cellular,aug,2,-1,other,married,secondary,no,11,589,0,1
63,37,technician,5953,no,no,cellular,aug,1,-1,other,married,secondary,no,5,1113,0,0
255,28,self-employed,1579,no,no,cellular,jan,1,91,failure,single,tertiary,no,13,163,3,1
7792,72,unemployed,1129,no,no,cellular,aug,1,-1,other,married,secondary,no,26,186,0,1
1592,60,unemployed,404,no,no,cellular,mar,2,196,failure,married,secondary,no,5,308,2,1
6062,51,services,174,no,no,telephone,jul,3,-1,other,married,unknown,no,29,308,0,0
5819,39,management,120,no,no,unknown,jun,1,-1,other,single,secondary,no,12,66,0,0
6305,36,management,565,no,no,cellular,mar,1,-1,other,married,secondary,no,27,300,0,1
6537,32,services,-198,yes,no,unknown,may,3,-1,other,single,secondary,no,21,681,0,1
2530,52,management,-970,yes,no,cellular,feb,1,-1,other,married,tertiary,no,4,489,0,1
3490,59,unemployed,493,no,no,cellular,apr,1,-1,other,married,secondary,no,30,237,0,1
4645,38,admin,1767,yes,no,cellular,jul,4,239,success,married,secondary,no,9,483,7,1
4674,39,blue-collar,24277,no,no,cellular,aug,1,-1,other,single,primary,no,28,261,0,1
4416,63,management,2352,no,no,telephone,may,7,-1,other,married,unknown,no,4,475,0,1
544,93,unemployed,775,no,no,cellular,aug,2,13,success,married,unknown,no,4,476,9,1
1684,49,services,889,no,no,telephone,jul,1,-1,other,married,primary,no,7,388,0,1
2944,31,technician,268,no,no,unknown,may,2,-1,other,divorced,secondary,no,16,118,0,0
700,49,unemployed,13818,no,no,cellular,nov,1,113,failure,married,secondary,no,21,201,2,0
5975,38,technician,0,no,no,cellular,jul,1,-1,other,married,secondary,no,8,635,0,1
4806,32,blue-collar,435,yes,no,unknown,may,2,-1,other,single,secondary,no,21,373,0,0
1323,21,blue-collar,2265,no,no,cellular,may,4,99,success,single,secondary,no,27,156,2,0
671,42,management,783,yes,no,cellular,nov,2,128,failure,married,tertiary,no,19,77,3,0
1088,36,management,255,no,no,cellular,may,2,92,other,married,tertiary,no,22,970,2,1
7725,33,services,1082,yes,yes,cellular,nov,1,-1,other,married,secondary,no,19,351,0,0
782,42,management,7560,no,no,cellular,jan,1,-1,other,single,tertiary,no,28,132,0,1
2247,48,management,2351,no,no,cellular,sep,1,105,success,married,tertiary,no,15,150,3,1
1128,30,management,944,no,no,cellular,oct,2,-1,other,married,tertiary,no,29,251,0,1
1208,49,management,1904,no,yes,cellular,nov,2,-1,other,divorced,tertiary,no,17,131,0,0
5794,42,admin,1547,yes,yes,unknown,may,3,-1,other,married,primary,no,27,272,0,0
1035,55,unemployed,816,no,no,cellular,nov,3,-1,other,divorced,tertiary,no,18,113,0,0
7156,38,technician,1685,yes,no,unknown,may,1,-1,other,single,secondary,no,5,185,0,0
4848,50,admin,26,no,yes,telephone,jul,4,-1,other,single,secondary,no,24,179,0,0
3278,42,services,146,yes,yes,cellular,may,4,346,failure,married,secondary,no,15,670,1,1
6701,60,unemployed,194,no,yes,cellular,jul,5,-1,other,married,secondary,no,30,61,0,0
6281,57,technician,96,no,no,cellular,aug,4,-1,other,divorced,tertiary,no,21,913,0,1
296,29,blue-collar,-565,yes,no,unknown,jun,3,-1,other,married,secondary,no,18,164,0,0
1493,54,technician,1938,no,yes,cellular,jul,3,-1,other,married,secondary,no,28,551,0,1
6501,58,technician,49,yes,no,unknown,may,2,-1,other,married,unknown,no,15,75,0,0
4165,30,technician,728,yes,no,cellular,feb,1,261,other,single,secondary,no,5,393,1,0
4569,30,technician,1286,no,no,telephone,aug,12,-1,other,single,secondary,no,28,44,0,0
6870,39,services,1444,no,no,cellular,nov,1,117,success,married,secondary,no,19,100,8,0
4410,27,unemployed,1187,no,no,telephone,feb,1,101,failure,single,secondary,no,26,232,1,1
3742,49,technician,412,no,no,cellular,aug,8,-1,other,married,secondary,no,19,1293,0,1
3531,53,self-employed,6,yes,no,unknown,may,2,-1,other,married,primary,no,27,233,0,0
5454,29,technician,1856,yes,yes,cellular,may,1,-1,other,single,secondary,no,18,134,0,0
3019,59,unemployed,1423,yes,no,unknown,may,2,-1,other,married,primary,no,15,584,0,0
4568,49,entrepreneur,5802,no,no,cellular,apr,2,-1,other,single,secondary,no,30,618,0,1
4414,44,management,421,no,yes,cellular,aug,1,-1,other,single,secondary,no,5,307,0,0
2317,53,unemployed,582,yes,no,unknown,may,2,-1,other,married,secondary,no,8,96,0,0
4250,30,unemployed,330,no,no,cellular,apr,1,-1,other,married,tertiary,no,14,111,0,1
7162,36,entrepreneur,2700,no,no,cellular,feb,3,-1,other,married,tertiary,no,4,99,0,0
573,43,unemployed,1854,no,no,cellular,nov,2,197,success,divorced,secondary,no,13,131,1,0
4804,32,services,310,yes,no,unknown,may,1,-1,other,single,secondary,no,6,144,0,0
6724,42,services,473,yes,no,cellular,jan,1,-1,other,married,primary,no,30,54,0,0
7643,39,services,52,no,no,telephone,feb,3,-1,other,married,secondary,no,2,1420,0,1
605,55,management,0,no,no,cellular,nov,3,187,failure,single,tertiary,no,3,222,3,0
5828,39,management,215,no,no,cellular,aug,4,-1,other,married,secondary,no,11,1141,0,1
4035,37,blue-collar,1330,no,no,cellular,apr,1,-1,other,married,secondary,no,30,390,0,1
1132,46,technician,605,yes,no,cellular,apr,2,-1,other,married,unknown,no,20,780,0,0
4954,58,management,0,no,no,unknown,jun,4,-1,other,married,tertiary,no,20,22,0,0
7276,43,management,1379,yes,no,unknown,may,3,-1,other,married,tertiary,no,27,383,0,0
4858,52,blue-collar,1409,yes,no,unknown,jun,1,-1,other,married,primary,no,19,224,0,0
4043,68,unemployed,695,no,no,cellular,apr,1,-1,other,divorced,primary,no,9,233,0,1
2550,28,unemployed,1925,no,no,cellular,nov,1,97,failure,single,secondary,no,25,487,2,1
2889,32,blue-collar,15341,no,no,unknown,may,3,-1,other,single,secondary,no,21,738,0,0
6093,45,services,318,no,no,cellular,jul,2,-1,other,married,unknown,no,16,63,0,0
7488,30,technician,2734,no,no,cellular,nov,3,-1,other,single,secondary,no,21,459,0,1
7617,58,management,3228,no,no,cellular,aug,2,-1,other,married,tertiary,no,19,58,0,0
5626,31,management,41,yes,no,cellular,aug,2,-1,other,single,tertiary,no,18,392,0,0
1333,36,technician,7503,yes,no,telephone,may,1,335,failure,single,secondary,no,5,193,1,0
6692,54,services,167,yes,no,cellular,jul,2,-1,other,married,primary,no,22,106,0,0
2342,34,technician,7050,no,no,cellular,aug,1,-1,other,married,tertiary,no,7,130,0,1
5434,54,self-employed,368,no,no,telephone,jul,4,-1,other,married,tertiary,no,31,7,0,0
4603,33,blue-collar,370,yes,no,cellular,apr,1,-1,other,married,secondary,no,8,249,0,0
5347,39,technician,94,yes,yes,unknown,may,1,-1,other,married,tertiary,no,16,813,0,1
4958,60,unemployed,6307,yes,no,unknown,jun,1,-1,other,married,primary,no,11,362,0,0
3134,28,technician,880,yes,no,unknown,may,1,-1,other,married,secondary,no,26,188,0,0
1478,35,management,0,no,yes,cellular,aug,4,-1,other,single,tertiary,no,14,370,0,0
936,36,management,538,no,no,cellular,jun,1,183,success,single,tertiary,no,23,339,5,1
2872,26,self-employed,492,yes,yes,cellular,may,4,-1,other,married,secondary,no,15,439,0,0
2456,55,management,2037,no,no,cellular,nov,2,273,failure,divorced,tertiary,no,2,209,1,1
4438,44,technician,945,yes,no,cellular,aug,1,-1,other,married,secondary,no,4,190,0,0
5887,29,unemployed,550,no,no,cellular,jan,1,-1,other,single,primary,no,29,801,0,1
5043,25,admin,285,no,no,cellular,jul,3,-1,other,single,secondary,no,3,658,0,1
2761,32,technician,-300,no,no,cellular,aug,9,-1,other,married,secondary,no,28,226,0,0
11,33,services,1107,yes,no,cellular,mar,1,-1,other,single,tertiary,no,18,201,0,1
5790,48,technician,-205,yes,yes,cellular,jul,1,-1,other,married,secondary,no,9,112,0,0
3774,43,management,46,no,no,cellular,aug,8,-1,other,married,tertiary,no,27,63,0,0
966,48,admin,112,no,no,cellular,aug,5,-1,other,married,secondary,no,18,139,0,0
624,29,blue-collar,100,yes,yes,cellular,may,4,344,failure,married,secondary,no,6,152,2,0
6699,72,unemployed,438,no,no,cellular,feb,1,-1,other,divorced,tertiary,no,23,279,0,1
2774,30,technician,4,yes,no,cellular,may,5,-1,other,married,secondary,no,8,17,0,0
4550,50,technician,2313,no,no,cellular,aug,1,-1,other,married,tertiary,no,5,553,0,1
1632,47,services,1405,no,no,unknown,jun,1,-1,other,divorced,primary,no,12,127,0,0
4328,34,management,0,no,no,cellular,apr,1,-1,other,married,tertiary,no,22,176,0,0
4101,38,management,4335,yes,no,cellular,nov,1,-1,other,divorced,tertiary,no,20,640,0,0
1067,40,admin,732,no,no,cellular,sep,1,139,success,married,secondary,no,9,71,4,0
3503,35,technician,410,yes,no,cellular,nov,2,-1,other,married,secondary,no,20,67,0,0
4268,34,blue-collar,1089,yes,no,cellular,may,3,-1,other,married,secondary,no,13,394,0,1
2983,27,management,574,yes,no,cellular,may,3,-1,other,single,tertiary,no,18,196,0,0
3762,34,services,89,yes,no,cellular,may,4,-1,other,divorced,secondary,no,15,1871,0,1
3064,31,blue-collar,435,yes,no,unknown,may,1,-1,other,married,secondary,no,21,204,0,0
6788,37,technician,1580,no,no,cellular,aug,12,-1,other,married,secondary,no,22,92,0,0
2401,42,services,4216,no,no,cellular,jun,2,-1,other,married,tertiary,no,12,186,0,1
3086,59,blue-collar,320,yes,no,unknown,may,1,-1,other,married,primary,no,15,695,0,1
7397,40,technician,431,no,no,cellular,jul,2,-1,other,single,tertiary,no,7,180,0,1
7111,37,technician,141,yes,no,cellular,may,1,364,failure,divorced,secondary,no,6,848,3,1
2977,45,blue-collar,226,no,no,telephone,feb,2,212,failure,married,secondary,no,4,170,2,0
7508,39,management,2939,no,no,cellular,jan,2,-1,other,married,tertiary,no,15,348,0,1
5295,32,services,983,yes,no,cellular,nov,2,133,failure,married,secondary,no,20,500,1,1
2580,37,technician,147,no,no,unknown,may,2,-1,other,single,tertiary,no,7,416,0,0
2002,25,blue-collar,-221,yes,no,unknown,may,1,-1,other,single,primary,no,23,250,0,0
2925,25,services,130,yes,no,cellular,jul,1,-1,other,single,tertiary,no,16,49,0,0
7198,50,management,1165,no,no,cellular,jul,1,-1,other,married,secondary,no,16,455,0,1
6237,52,unemployed,603,no,yes,unknown,jun,1,-1,other,married,secondary,no,9,79,0,0
2615,51,blue-collar,4787,yes,no,cellular,apr,1,-1,other,married,secondary,no,7,895,0,1
4630,30,management,424,no,no,cellular,apr,4,-1,other,single,tertiary,no,16,298,0,1
4454,36,blue-collar,111,yes,no,cellular,may,3,-1,other,single,secondary,no,6,174,0,0
2250,34,technician,4,yes,no,cellular,feb,2,263,failure,married,secondary,no,2,105,1,0
6883,52,unemployed,959,no,no,telephone,jul,2,-1,other,married,primary,no,30,694,0,1
167,43,blue-collar,625,yes,no,unknown,sep,1,-1,other,married,secondary,no,30,175,0,0
3475,24,blue-collar,-389,yes,yes,unknown,jun,1,-1,other,married,secondary,no,4,1242,0,1
2206,33,technician,2044,yes,no,cellular,may,3,-1,other,married,secondary,no,4,532,0,1
986,34,admin,67,yes,no,unknown,may,1,-1,other,divorced,secondary,no,6,90,0,0
215,41,management,0,no,no,cellular,sep,4,63,other,married,tertiary,no,17,294,11,1
141,52,technician,425,yes,no,cellular,jan,2,254,failure,married,unknown,no,28,219,3,0
5599,44,self-employed,414,yes,no,cellular,feb,1,272,other,married,primary,no,4,138,2,0
7451,30,blue-collar,673,yes,no,unknown,may,2,-1,other,married,secondary,no,20,610,0,0
7422,34,admin,1581,yes,yes,unknown,may,11,-1,other,single,secondary,no,20,52,0,0
5775,37,admin,-261,no,yes,cellular,jul,1,-1,other,single,secondary,no,10,259,0,0
3492,54,technician,114,no,no,cellular,jul,3,-1,other,married,secondary,no,30,458,0,1
2326,34,admin,1406,yes,no,cellular,aug,2,85,success,married,secondary,no,20,63,1,1
6345,35,technician,1368,no,no,cellular,may,1,41,other,married,secondary,no,27,329,2,1
5757,58,management,5701,no,no,cellular,apr,1,87,success,divorced,tertiary,no,30,354,1,1
5941,75,unemployed,6027,no,no,cellular,may,1,179,success,married,tertiary,no,14,809,4,1
7630,44,blue-collar,1265,yes,no,cellular,jul,1,-1,other,married,primary,no,16,555,0,1
7769,55,unemployed,0,no,no,cellular,aug,1,-1,other,married,secondary,no,4,1110,0,1
5870,26,technician,15161,no,no,cellular,feb,1,-1,other,single,tertiary,no,2,280,0,1
6891,38,services,-314,yes,no,unknown,may,2,-1,other,married,secondary,no,28,66,0,0
7441,25,unemployed,480,no,no,cellular,sep,1,-1,other,single,unknown,no,8,140,0,1
2930,35,management,4348,yes,no,cellular,apr,3,217,failure,single,tertiary,no,2,1074,8,0
5668,45,blue-collar,521,yes,no,unknown,jun,3,-1,other,married,secondary,no,17,259,0,0
975,39,technician,1270,yes,no,unknown,may,4,-1,other,divorced,secondary,no,29,245,0,0
1856,32,technician,-770,yes,no,cellular,may,1,-1,other,single,tertiary,no,18,618,0,1
874,35,self-employed,353,no,no,cellular,feb,1,183,success,single,tertiary,no,11,352,1,1
551,36,services,0,yes,no,cellular,may,4,-1,other,single,secondary,no,15,1002,0,1
7694,32,technician,901,yes,no,unknown,may,3,-1,other,married,secondary,no,21,102,0,0
2762,34,management,9827,yes,no,cellular,aug,4,-1,other,single,tertiary,no,13,871,0,1
3150,23,unemployed,1809,no,no,cellular,jul,2,-1,other,single,secondary,no,8,414,0,1
2136,41,blue-collar,3140,yes,no,unknown,may,9,-1,other,married,primary,no,13,87,0,0
6845,38,technician,1919,no,no,cellular,aug,1,-1,other,married,secondary,no,4,846,0,1
5707,37,management,2987,yes,no,cellular,feb,1,91,failure,married,tertiary,no,15,93,9,1
6812,40,management,257,no,no,cellular,feb,1,209,failure,single,tertiary,no,1,147,1,0
45,32,services,228,yes,no,cellular,jul,6,-1,other,married,primary,no,21,1017,0,1
5700,54,technician,395,no,no,cellular,apr,1,183,success,married,tertiary,no,30,183,2,1
6656,31,management,141,yes,no,cellular,feb,2,238,other,married,tertiary,no,4,572,7,1
4826,44,self-employed,304,yes,no,telephone,feb,5,-1,other,married,secondary,no,9,15,0,0
1373,49,blue-collar,3,no,yes,cellular,jul,6,-1,other,married,primary,no,9,1439,0,1
619,37,management,57,no,no,cellular,apr,2,84,success,married,tertiary,no,30,96,1,0
3031,31,blue-collar,255,yes,yes,cellular,may,1,-1,other,married,secondary,no,18,295,0,0
3656,70,unemployed,2064,no,no,cellular,oct,1,-1,other,married,secondary,no,22,334,0,0
7743,41,technician,965,no,no,cellular,aug,10,-1,other,married,secondary,no,22,336,0,1
5379,33,technician,66,no,no,cellular,jun,2,-1,other,single,secondary,no,5,157,0,1
2151,41,technician,2490,yes,no,unknown,may,2,-1,other,married,secondary,no,21,115,0,0
520,43,technician,451,no,no,cellular,aug,2,-1,other,single,secondary,no,12,289,0,1
1613,57,management,337,no,no,cellular,feb,2,-1,other,married,tertiary,no,5,59,0,0
3598,29,management,36252,yes,no,cellular,apr,1,-1,other,single,tertiary,no,30,501,0,1
7244,26,management,3944,yes,no,cellular,may,2,-1,other,single,tertiary,no,14,974,0,1
4611,38,management,630,no,no,cellular,sep,1,388,other,married,tertiary,no,2,362,3,1
4121,36,technician,0,no,yes,cellular,aug,14,-1,other,single,secondary,yes,26,109,0,0
6155,42,admin,243,yes,no,unknown,may,5,-1,other,single,secondary,no,14,46,0,0
6397,45,management,1529,no,no,cellular,jun,1,-1,other,married,tertiary,no,30,160,0,0
1932,34,services,544,yes,no,unknown,may,2,-1,other,single,secondary,no,27,257,0,0
7019,36,admin,1815,no,no,unknown,jun,1,-1,other,single,unknown,no,5,387,0,0
181,53,blue-collar,25,no,no,cellular,aug,2,-1,other,married,secondary,no,22,528,0,1
2279,40,services,-116,yes,no,unknown,may,3,-1,other,married,secondary,no,29,176,0,0
646,42,blue-collar,-97,yes,no,cellular,feb,4,271,failure,married,primary,no,3,216,5,0
3731,69,unemployed,0,no,no,cellular,aug,2,-1,other,married,secondary,no,25,412,0,1
3740,40,services,65,yes,no,cellular,may,3,-1,other,single,secondary,no,15,15,0,0
6253,32,self-employed,1249,yes,no,cellular,nov,1,-1,other,single,tertiary,no,19,472,0,1
4772,36,technician,3254,yes,no,unknown,oct,1,-1,other,single,secondary,no,27,207,0,1
1404,36,technician,4136,yes,no,unknown,may,3,-1,other,single,secondary,no,30,812,0,1
1226,33,technician,133,no,no,cellular,may,1,-1,other,married,secondary,no,4,218,0,1
4763,41,technician,201,no,yes,cellular,jul,8,-1,other,married,secondary,no,14,53,0,0
2482,36,services,4721,no,no,cellular,jun,1,92,success,married,secondary,no,9,150,5,1
6443,28,entrepreneur,1734,yes,no,unknown,jun,3,-1,other,single,secondary,no,3,161,0,0
7677,34,management,101,no,no,cellular,aug,2,-1,other,married,tertiary,no,8,472,0,0
4014,47,admin,295,yes,no,unknown,jun,2,-1,other,divorced,secondary,no,6,94,0,1
2653,48,technician,83,no,yes,cellular,aug,6,-1,other,divorced,tertiary,no,19,243,0,0
6736,38,management,1746,yes,no,unknown,may,1,-1,other,single,tertiary,no,21,139,0,0
6311,52,management,7192,no,no,cellular,aug,1,-1,other,married,tertiary,no,4,1486,0,1
5522,35,blue-collar,-701,yes,yes,cellular,may,3,-1,other,married,secondary,no,7,531,0,0
7526,33,blue-collar,6138,yes,no,unknown,may,1,-1,other,married,tertiary,no,20,369,0,0
4469,44,blue-collar,4031,yes,no,cellular,may,4,-1,other,married,primary,no,7,983,0,1
4233,30,services,268,no,no,unknown,jul,1,-1,other,single,secondary,no,24,86,0,0
4307,45,admin,524,yes,no,cellular,jul,1,-1,other,married,secondary,no,23,808,0,1
103,45,unemployed,356,no,no,cellular,aug,2,-1,other,married,unknown,no,11,212,0,0
5769,65,unemployed,493,no,no,cellular,oct,1,182,failure,married,primary,no,16,622,1,0
540,44,management,7818,no,no,cellular,may,1,-1,other,married,tertiary,no,27,412,0,1
6036,42,blue-collar,419,yes,yes,unknown,may,4,-1,other,divorced,primary,no,14,96,0,0
1500,34,management,123,no,no,cellular,feb,3,-1,other,married,tertiary,no,3,301,0,1
2335,53,blue-collar,1388,no,no,cellular,aug,4,-1,other,married,primary,no,7,139,0,0
3724,27,admin,261,yes,yes,cellular,jun,4,-1,other,single,secondary,no,3,592,0,1
7674,75,unemployed,2970,no,no,cellular,aug,1,-1,other,married,primary,no,12,641,0,1
6833,30,unemployed,324,no,no,cellular,aug,4,-1,other,married,tertiary,no,25,585,0,0
27,52,admin,204,no,no,cellular,aug,2,-1,other,married,primary,no,19,123,0,0
5886,30,technician,-280,yes,no,cellular,apr,2,266,failure,married,secondary,no,17,609,2,0
7103,51,blue-collar,50,yes,yes,unknown,may,1,-1,other,married,secondary,no,6,121,0,0
2624,30,management,222,yes,no,cellular,aug,4,-1,other,single,tertiary,no,12,112,0,0
776,40,technician,372,yes,no,cellular,nov,1,100,failure,married,secondary,no,21,365,2,0
3430,22,unemployed,216,no,no,cellular,feb,1,187,success,single,secondary,no,8,363,1,1
4379,54,management,588,no,no,cellular,aug,1,-1,other,married,tertiary,no,13,327,0,0
749,35,blue-collar,2999,no,no,unknown,jun,6,-1,other,married,tertiary,no,12,1141,0,1
4375,29,blue-collar,79,yes,no,unknown,may,2,-1,other,married,primary,no,27,22,0,0
7570,44,management,6203,yes,yes,unknown,may,1,-1,other,married,tertiary,no,13,129,0,0
1845,33,blue-collar,1464,yes,no,unknown,may,3,-1,other,married,secondary,no,23,588,0,1
6706,59,management,81,no,no,cellular,may,1,-1,other,divorced,tertiary,no,26,140,0,0
3803,51,management,1394,yes,no,cellular,aug,1,-1,other,married,tertiary,no,5,115,0,0
6042,57,services,443,no,no,telephone,jul,1,-1,other,married,primary,no,17,167,0,0
2631,26,management,362,no,no,cellular,sep,1,104,success,single,tertiary,no,15,925,2,1
2757,36,management,9324,yes,no,cellular,mar,8,-1,other,married,tertiary,no,30,138,0,0
6687,21,unemployed,1333,no,no,cellular,feb,1,-1,other,single,secondary,no,2,120,0,0
1633,45,blue-collar,844,no,no,unknown,jun,3,-1,other,divorced,primary,no,5,1018,0,1
6560,62,unemployed,1495,no,no,cellular,oct,1,57,success,married,secondary,no,13,896,2,1
4462,59,technician,2,no,no,cellular,aug,2,-1,other,divorced,secondary,no,26,164,0,0
3256,56,unemployed,3738,yes,no,cellular,apr,1,305,other,married,secondary,no,17,156,6,1
1491,55,blue-collar,890,no,no,cellular,aug,2,-1,other,married,unknown,no,22,1329,0,1
2148,31,unemployed,46,yes,no,cellular,jul,1,-1,other,married,primary,no,10,487,0,1
1653,42,blue-collar,803,yes,no,unknown,may,2,-1,other,married,primary,no,7,171,0,0
1,39,self-employed,-3058,yes,yes,cellular,apr,3,-1,other,married,tertiary,no,17,882,0,1
5472,44,services,0,yes,yes,cellular,may,1,-1,other,married,secondary,no,11,161,0,0
3619,56,services,-40,yes,no,cellular,may,1,368,failure,single,secondary,no,15,311,2,1
2130,52,management,189,no,no,cellular,aug,2,-1,other,married,secondary,no,22,90,0,0
5881,31,management,0,no,no,cellular,aug,6,-1,other,single,tertiary,no,25,101,0,0
1172,43,management,7702,no,no,cellular,may,1,95,success,divorced,unknown,no,22,460,2,1
3055,36,services,115,no,no,unknown,jun,1,-1,other,divorced,secondary,no,6,201,0,0
565,44,blue-collar,1697,yes,no,unknown,jul,2,-1,other,married,secondary,no,4,150,0,1
3453,71,unemployed,5715,no,no,cellular,nov,2,-1,other,married,secondary,no,17,747,0,1
3507,38,technician,1130,no,no,cellular,jun,2,98,success,single,secondary,no,4,96,1,1
1344,41,management,3426,no,no,cellular,jun,2,297,failure,divorced,tertiary,no,4,102,3,1
6783,59,services,0,no,yes,cellular,jul,2,-1,other,married,tertiary,no,29,376,0,0
6125,53,blue-collar,111,no,no,unknown,jun,3,-1,other,married,unknown,no,20,39,0,0
3565,46,services,4329,no,no,cellular,nov,2,-1,other,divorced,secondary,no,21,534,0,1
5529,38,management,2656,no,no,cellular,jul,2,-1,other,married,tertiary,no,8,230,0,0
1888,58,admin,169,no,no,cellular,may,3,87,success,married,secondary,no,13,336,5,1
6830,32,services,0,no,yes,cellular,jul,2,-1,other,single,secondary,no,11,333,0,0
4933,34,management,1494,yes,no,cellular,nov,1,182,other,single,tertiary,no,18,596,1,1
3476,57,unemployed,1841,no,no,telephone,jun,1,-1,other,married,secondary,no,5,302,0,1
572,33,unemployed,-144,no,no,cellular,jul,3,-1,other,married,secondary,no,30,481,0,1
6696,45,management,22815,no,no,cellular,aug,8,-1,other,married,tertiary,no,26,653,0,0
2441,38,blue-collar,172,yes,no,cellular,apr,1,-1,other,single,tertiary,no,1,1176,0,1
5645,58,management,5037,yes,no,cellular,nov,2,-1,other,divorced,tertiary,no,18,1437,0,1
1899,25,self-employed,42,yes,no,cellular,mar,1,-1,other,single,tertiary,no,3,320,0,1
1382,37,self-employed,1549,yes,no,unknown,jun,7,-1,other,married,secondary,no,20,161,0,0
7623,47,admin,1265,no,no,cellular,aug,2,-1,other,married,secondary,no,7,137,0,0
7211,47,blue-collar,1568,yes,no,cellular,may,3,91,success,married,secondary,no,21,226,8,1
6782,25,services,505,no,no,cellular,jun,1,-1,other,single,secondary,no,15,284,0,1
4835,36,management,0,yes,no,telephone,oct,1,143,failure,married,tertiary,no,23,140,3,1
1123,36,management,203,no,no,cellular,jul,3,179,success,married,tertiary,no,23,608,2,1
2655,35,blue-collar,1160,no,yes,telephone,nov,1,-1,other,married,secondary,no,19,62,0,0
4456,57,management,3287,no,no,cellular,jun,1,84,success,divorced,tertiary,no,22,867,3,1
2597,29,unemployed,1925,no,no,cellular,oct,3,149,success,single,secondary,no,21,150,5,1
7154,39,management,763,no,no,cellular,feb,1,189,failure,single,tertiary,no,22,543,1,1
473,29,technician,3466,no,no,cellular,apr,1,-1,other,single,secondary,no,21,274,0,1
5895,38,management,76,no,no,cellular,mar,1,-1,other,married,unknown,no,16,261,0,1
5317,37,technician,6714,yes,no,unknown,may,1,-1,other,single,secondary,no,23,90,0,0
4932,42,technician,13410,no,yes,cellular,aug,2,-1,other,married,tertiary,no,14,149,0,0
