,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,Anomaly,Anomaly_Score,deposit
5759,26,blue-collar,399,yes,no,cellular,jul,2,-1,unknown,married,primary,no,22,1288,0,0,-0.07698982,0
5740,46,unknown,8564,no,no,cellular,aug,2,342,failure,married,tertiary,no,2,397,1,0,-0.028586892,0
7560,37,technician,1120,yes,no,unknown,may,5,-1,unknown,married,secondary,no,30,103,0,0,-0.08662063,0
1608,39,management,710,yes,no,cellular,jul,2,-1,unknown,married,tertiary,no,11,211,0,0,-0.10275037,0
4952,32,management,81,yes,no,cellular,nov,1,-1,unknown,married,tertiary,no,17,120,0,0,-0.09338838,0
6004,40,blue-collar,1808,yes,no,cellular,may,1,-1,unknown,married,secondary,no,12,560,0,0,-0.11442763,1
82,35,self-employed,951,yes,no,cellular,nov,2,-1,unknown,single,secondary,no,19,220,0,0,-0.074021086,0
1812,42,blue-collar,213,yes,no,cellular,jul,3,-1,unknown,divorced,primary,no,7,434,0,0,-0.042863123,1
663,31,technician,1819,yes,no,unknown,may,2,-1,unknown,single,secondary,no,15,226,0,0,-0.09304849,0
6971,35,self-employed,3698,yes,no,cellular,mar,1,-1,unknown,married,tertiary,no,5,106,0,0,-0.061855957,1
673,31,blue-collar,17,yes,no,cellular,may,1,-1,unknown,single,unknown,yes,6,72,0,0,-0.03454125,0
4422,36,services,1177,yes,yes,cellular,feb,5,-1,unknown,married,secondary,no,3,50,0,0,-0.04819187,0
6031,26,technician,855,yes,no,unknown,may,2,-1,unknown,single,secondary,no,28,87,0,0,-0.085968584,0
3342,34,management,682,no,no,cellular,aug,3,-1,unknown,single,tertiary,no,27,472,0,0,-0.098659724,0
96,30,management,131,yes,no,cellular,aug,6,-1,unknown,married,tertiary,no,11,384,0,0,-0.10217778,1
45,32,services,228,yes,no,cellular,jul,6,-1,unknown,married,primary,no,21,1017,0,0,-0.05404273,1
4142,60,retired,979,yes,no,cellular,jan,3,347,failure,divorced,tertiary,no,15,295,1,1,0.004560807,1
5736,40,management,2487,no,no,cellular,apr,1,-1,unknown,married,tertiary,no,30,126,0,0,-0.084486894,0
1756,52,admin,813,no,yes,cellular,aug,2,-1,unknown,married,primary,no,5,113,0,0,-0.053891085,0
2868,34,management,879,yes,no,cellular,apr,1,344,failure,married,secondary,yes,17,712,1,0,-0.025543652,1
1719,48,blue-collar,-254,no,yes,cellular,aug,4,-1,unknown,married,primary,no,29,134,0,0,-0.045400653,0
2225,46,blue-collar,1568,yes,no,cellular,jun,1,55,other,married,secondary,no,2,310,6,0,-0.031465553,1
7788,24,student,125,no,no,cellular,nov,1,90,failure,single,secondary,no,9,263,1,0,-0.03796978,1
2199,44,entrepreneur,121,no,no,cellular,nov,1,91,success,married,tertiary,no,9,248,1,0,-0.03860912,1
2463,30,self-employed,3343,no,no,cellular,jun,1,-1,unknown,single,tertiary,no,1,235,0,0,-0.079940826,1
6249,38,blue-collar,4592,yes,no,cellular,may,1,-1,unknown,married,primary,no,12,360,0,0,-0.10110693,0
5160,30,technician,-754,yes,yes,unknown,may,1,-1,unknown,single,secondary,no,26,974,0,0,-0.04009203,0
3458,48,blue-collar,0,no,no,unknown,jun,2,-1,unknown,divorced,primary,no,6,248,0,0,-0.022720298,0
646,42,blue-collar,-97,yes,no,cellular,feb,4,271,failure,married,primary,no,3,216,5,0,-0.02095432,0
5640,31,technician,14533,no,no,cellular,jun,2,-1,unknown,married,unknown,no,16,245,0,0,-0.06298503,1
5294,34,admin,303,no,no,cellular,jun,3,126,failure,single,secondary,no,4,282,3,0,-0.054934908,1
3709,33,services,386,no,no,cellular,may,1,181,success,married,secondary,no,12,317,5,0,-0.053146247,1
298,38,management,413,no,no,cellular,apr,1,179,failure,married,tertiary,no,13,240,2,0,-0.061806586,1
689,49,services,7019,yes,no,cellular,jun,1,368,failure,married,secondary,no,2,263,3,0,-0.026225526,1
6722,38,services,173,yes,no,unknown,may,2,-1,unknown,married,secondary,no,20,130,0,0,-0.08703451,0
4907,55,blue-collar,196,no,no,cellular,aug,1,-1,unknown,married,secondary,no,21,81,0,0,-0.10744345,1
2974,41,technician,-274,yes,no,unknown,may,3,-1,unknown,married,secondary,no,27,182,0,0,-0.0907694,0
4880,75,retired,358,no,no,cellular,feb,11,-1,unknown,married,primary,no,17,364,0,0,-0.062220883,1
4868,36,technician,962,yes,no,cellular,may,1,-1,unknown,single,tertiary,no,8,568,0,0,-0.08972798,1
2421,35,self-employed,347,no,no,unknown,jun,1,-1,unknown,married,secondary,no,20,231,0,0,-0.07535348,0
231,27,blue-collar,377,no,no,cellular,feb,2,-1,unknown,single,primary,no,19,645,0,0,-0.06502367,1
1860,63,management,5112,no,no,telephone,nov,2,95,failure,married,tertiary,no,13,2184,3,1,0.0010804639,1
1509,46,blue-collar,2775,no,yes,cellular,jul,1,-1,unknown,divorced,primary,no,8,188,0,0,-0.016715288,0
3192,27,services,194,yes,no,unknown,may,1,-1,unknown,single,secondary,no,16,326,0,0,-0.07756367,0
1112,55,management,384,no,no,telephone,feb,1,-1,unknown,married,primary,no,4,75,0,0,-0.03406735,0
5669,37,technician,0,yes,no,cellular,apr,3,-1,unknown,married,secondary,no,22,1288,0,0,-0.07506027,1
3028,39,management,1880,no,no,cellular,aug,2,-1,unknown,married,secondary,no,12,768,0,0,-0.11511842,1
2238,51,management,-55,yes,no,cellular,may,2,266,failure,single,tertiary,yes,11,281,6,0,-0.01567865,0
6585,28,management,939,yes,no,unknown,may,1,-1,unknown,single,tertiary,no,27,740,0,0,-0.06991261,1
3806,34,admin,1467,yes,no,cellular,apr,1,332,failure,married,secondary,no,17,113,2,0,-0.054923832,0
322,50,management,-470,yes,no,cellular,nov,2,160,failure,married,tertiary,no,19,130,1,0,-0.05246303,0
382,48,self-employed,1559,no,no,cellular,dec,3,133,failure,married,secondary,no,24,520,3,0,-0.04161303,0
7546,41,self-employed,1,no,no,cellular,aug,4,-1,unknown,married,secondary,no,19,55,0,0,-0.085795484,0
2106,39,admin,0,yes,no,cellular,may,1,-1,unknown,single,unknown,no,11,62,0,0,-0.07780062,0
4051,34,management,158,no,no,cellular,mar,3,181,success,married,tertiary,no,9,212,6,0,-0.043090027,1
5407,31,admin,4198,no,no,cellular,nov,1,-1,unknown,single,secondary,no,25,234,0,0,-0.087011546,1
510,31,blue-collar,573,yes,no,telephone,feb,1,269,failure,single,secondary,no,5,58,2,0,-0.003756551,0
5042,40,admin,4775,no,no,cellular,sep,1,-1,unknown,married,secondary,no,15,215,0,0,-0.06369692,1
6597,38,services,5293,yes,no,cellular,may,1,171,failure,married,secondary,no,11,475,6,0,-0.044733293,1
4071,39,admin,1388,yes,no,cellular,jul,5,-1,unknown,married,secondary,no,15,150,0,0,-0.09713438,0
4960,55,admin,1633,no,no,cellular,jan,1,192,success,married,secondary,no,11,210,2,0,-0.06049671,1
74,35,technician,13658,yes,no,telephone,dec,2,-1,unknown,married,secondary,no,9,220,0,0,-0.042402007,0
7530,62,retired,1742,no,no,cellular,jun,2,98,other,married,primary,no,14,167,6,0,-0.017764103,1
6827,54,admin,0,yes,yes,cellular,feb,1,182,success,divorced,secondary,no,4,330,3,1,0.02678963,0
585,77,retired,2590,no,no,telephone,nov,3,277,failure,married,primary,no,13,212,12,1,0.035412215,1
3753,32,management,1477,yes,no,cellular,nov,1,-1,unknown,married,secondary,no,18,111,0,0,-0.09968665,0
3712,29,student,314,no,no,cellular,apr,1,-1,unknown,single,secondary,no,30,465,0,0,-0.060207788,1
806,76,retired,8919,no,no,cellular,jan,1,-1,unknown,married,unknown,no,28,231,0,0,-0.05194993,0
4065,38,management,1440,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,11,111,0,0,-0.11625638,0
2547,50,self-employed,5312,no,no,cellular,jul,3,-1,unknown,married,secondary,no,23,106,0,0,-0.08676143,0
6973,38,management,165,yes,no,cellular,apr,1,260,other,married,tertiary,no,17,526,2,0,-0.041770454,1
5167,45,services,1515,no,no,unknown,jun,4,-1,unknown,single,secondary,no,20,14,0,0,-0.056676615,0
1013,44,management,-600,yes,no,cellular,aug,1,-1,unknown,married,tertiary,no,18,360,0,0,-0.10302488,0
1827,42,blue-collar,452,yes,no,cellular,nov,2,-1,unknown,married,unknown,no,17,359,0,0,-0.07936222,0
620,24,student,382,no,no,cellular,nov,2,92,failure,single,secondary,no,13,256,3,0,-0.036223166,1
591,42,entrepreneur,233,no,no,cellular,feb,1,-1,unknown,married,tertiary,no,5,446,0,0,-0.05077847,0
5858,33,management,373,no,yes,cellular,jul,1,180,failure,single,tertiary,no,27,267,4,0,-0.016465396,1
6692,54,housemaid,167,yes,no,cellular,jul,2,-1,unknown,married,primary,no,22,106,0,0,-0.061625015,0
1041,26,services,37,no,yes,cellular,feb,5,-1,unknown,single,secondary,no,2,219,0,0,-0.02978619,0
1968,41,blue-collar,219,no,yes,unknown,jun,3,-1,unknown,married,primary,no,18,1574,0,0,-0.016310269,1
1268,46,technician,68,yes,yes,unknown,jun,3,-1,unknown,married,secondary,no,16,87,0,0,-0.054933667,0
376,31,management,0,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,26,76,0,0,-0.10915904,0
1017,47,management,1128,no,no,cellular,jan,2,-1,unknown,married,unknown,no,28,65,0,0,-0.0822618,0
2301,59,blue-collar,1265,no,yes,cellular,jul,1,-1,unknown,divorced,primary,no,7,849,0,0,-0.015091808,1
4032,48,management,657,no,yes,cellular,jan,2,-1,unknown,divorced,tertiary,no,29,251,0,0,-0.009493564,0
95,44,technician,250,no,no,telephone,mar,2,-1,unknown,single,secondary,no,2,382,0,0,-0.054729253,1
5266,37,services,319,yes,no,unknown,jun,3,-1,unknown,divorced,secondary,no,6,467,0,0,-0.033074446,1
6513,34,blue-collar,455,yes,no,unknown,jun,3,-1,unknown,married,primary,no,20,372,0,0,-0.077648245,0
4798,33,management,3143,no,no,cellular,jun,2,-1,unknown,single,tertiary,no,29,421,0,0,-0.09182548,1
1857,31,management,2603,yes,no,cellular,feb,4,-1,unknown,married,tertiary,no,11,280,0,0,-0.08531323,1
3346,48,blue-collar,113,no,no,cellular,aug,13,-1,unknown,married,unknown,no,11,104,0,0,-0.08917792,0
7428,49,services,947,no,no,unknown,jun,2,-1,unknown,divorced,secondary,no,20,808,0,0,-0.03442515,1
6761,51,management,57,yes,yes,unknown,may,1,-1,unknown,married,primary,yes,8,61,0,0,-0.0056343456,0
4642,28,management,1825,no,no,cellular,mar,1,-1,unknown,single,tertiary,no,9,236,0,0,-0.07877798,1
2398,40,technician,1716,yes,no,cellular,aug,8,-1,unknown,married,secondary,no,12,226,0,0,-0.09756526,0
885,36,management,81,no,yes,cellular,jul,1,-1,unknown,divorced,tertiary,no,22,560,0,0,-0.036791664,1
2789,42,management,266,no,yes,cellular,jan,1,-1,unknown,divorced,tertiary,no,28,228,0,0,-0.01433559,0
4578,38,housemaid,196,no,no,cellular,apr,1,-1,unknown,married,primary,no,30,574,0,0,-0.053102646,1
5982,40,admin,782,yes,no,cellular,dec,5,202,failure,single,secondary,no,21,94,17,1,0.0114327585,0
5409,42,services,247,yes,no,cellular,jul,2,-1,unknown,single,secondary,no,31,114,0,0,-0.06526597,0
6061,30,technician,178,no,no,cellular,jul,3,-1,unknown,single,tertiary,no,17,656,0,0,-0.08616507,1
2811,47,blue-collar,3630,yes,no,unknown,may,4,-1,unknown,married,secondary,no,14,133,0,0,-0.10375586,0
5813,51,management,0,yes,no,cellular,jul,4,-1,unknown,divorced,tertiary,no,28,534,0,0,-0.05536452,0
6304,39,management,1425,yes,no,cellular,may,3,-1,unknown,married,tertiary,no,12,775,0,0,-0.10439108,1
5753,61,retired,197,no,no,cellular,feb,1,-1,unknown,married,primary,no,17,113,0,0,-0.083138436,1
78,58,services,1667,yes,yes,unknown,may,1,-1,unknown,married,secondary,no,6,85,0,0,-0.041020893,0
3333,59,management,68,yes,no,unknown,may,2,-1,unknown,single,tertiary,no,28,176,0,0,-0.07784511,0
1333,36,technician,7503,yes,no,telephone,may,1,335,failure,single,secondary,no,5,193,1,0,-0.01817959,0
2327,43,management,1429,yes,no,cellular,nov,1,198,other,married,tertiary,no,19,1015,2,0,-0.03737073,1
6732,60,blue-collar,7929,no,no,unknown,apr,1,-1,unknown,married,primary,no,1,111,0,0,-0.0440698,1
6254,53,blue-collar,-634,no,no,cellular,aug,3,-1,unknown,married,secondary,yes,19,695,0,0,-0.069389604,0
7613,34,self-employed,7602,no,no,cellular,nov,1,-1,unknown,married,tertiary,no,20,222,0,0,-0.07193356,0
2309,32,admin,1630,yes,no,cellular,jan,1,-1,unknown,single,secondary,no,30,122,0,0,-0.07397512,0
847,47,technician,442,yes,no,cellular,may,1,-1,unknown,divorced,unknown,no,11,85,0,0,-0.05775751,0
7075,45,entrepreneur,219,yes,yes,cellular,jul,4,-1,unknown,married,tertiary,no,28,118,0,0,-0.034314487,0
2614,35,technician,670,no,no,cellular,oct,2,-1,unknown,single,tertiary,no,13,301,0,0,-0.07001692,1
4392,22,student,381,no,no,cellular,feb,1,-1,unknown,single,secondary,no,12,227,0,0,-0.061154608,1
7114,30,management,314,no,no,cellular,nov,2,175,success,married,tertiary,no,19,364,2,0,-0.049437463,0
2354,35,blue-collar,22,yes,no,cellular,may,2,302,other,married,primary,no,15,1190,2,0,-0.018583061,1
7680,66,housemaid,1929,no,no,cellular,feb,1,-1,unknown,married,secondary,no,2,169,0,0,-0.06580104,0
6104,23,student,1234,no,no,cellular,nov,1,-1,unknown,single,secondary,no,16,250,0,0,-0.069341935,1
2901,43,self-employed,3173,no,no,unknown,may,1,-1,unknown,single,unknown,no,15,746,0,0,-0.044916924,1
6822,48,management,399,no,yes,cellular,aug,1,-1,unknown,single,tertiary,no,7,126,0,0,-0.05435227,0
5032,36,management,7606,yes,no,unknown,may,1,-1,unknown,single,tertiary,no,30,917,0,0,-0.04861984,1
915,43,housemaid,-177,yes,no,unknown,may,2,-1,unknown,married,secondary,no,21,172,0,0,-0.07896483,0
5437,86,retired,157,no,no,telephone,sep,1,-1,unknown,divorced,unknown,no,7,147,0,1,0.0188916,0
1311,57,management,350,no,no,telephone,may,3,-1,unknown,married,tertiary,no,4,87,0,0,-0.062514804,0
6946,22,self-employed,780,no,no,cellular,mar,3,-1,unknown,single,tertiary,no,17,272,0,0,-0.059802882,1
5343,38,management,0,no,no,cellular,sep,12,197,failure,married,tertiary,no,24,246,6,0,-0.018512528,0
5202,28,services,6332,yes,no,telephone,may,1,343,failure,single,secondary,no,7,149,4,1,0.010851438,0
6908,43,technician,-754,yes,yes,cellular,jul,3,-1,unknown,married,secondary,no,9,727,0,0,-0.064120375,1
4455,36,services,0,yes,no,cellular,may,1,-1,unknown,married,tertiary,no,8,52,0,0,-0.08598104,0
1497,52,housemaid,135,no,no,cellular,aug,9,-1,unknown,married,primary,no,8,172,0,0,-0.05861476,0
4125,51,housemaid,1337,no,no,telephone,jul,6,-1,unknown,married,primary,no,30,74,0,0,-0.013036872,0
7122,50,management,-6,yes,no,unknown,may,2,-1,unknown,divorced,primary,no,19,92,0,0,-0.04248393,0
949,31,blue-collar,0,yes,no,unknown,may,1,-1,unknown,married,secondary,no,9,133,0,0,-0.103237495,0
2659,61,management,544,no,no,cellular,dec,3,200,success,married,secondary,no,29,63,9,0,-0.029848237,1
6261,46,blue-collar,804,yes,no,cellular,may,2,361,success,married,primary,no,12,1063,1,0,-0.028632486,1
3760,31,technician,522,yes,yes,cellular,aug,4,-1,unknown,married,secondary,no,27,308,0,0,-0.06500955,0
2361,30,technician,2278,no,yes,telephone,nov,1,-1,unknown,married,secondary,no,19,47,0,0,-0.032641836,0
400,31,management,254,no,no,cellular,aug,8,-1,unknown,divorced,tertiary,no,18,1576,0,0,-0.049142372,1
870,43,management,0,no,no,cellular,aug,2,-1,unknown,single,tertiary,no,11,155,0,0,-0.10211604,0
6029,29,management,8103,no,no,cellular,may,3,-1,unknown,married,tertiary,no,28,473,0,0,-0.0851565,1
383,70,retired,275,no,no,cellular,apr,1,-1,unknown,divorced,primary,no,15,82,0,0,-0.040372062,1
5750,48,management,1949,yes,no,unknown,may,2,-1,unknown,married,tertiary,no,13,683,0,0,-0.081789516,1
3748,30,management,7,yes,no,cellular,aug,1,164,other,married,tertiary,no,28,173,4,0,-0.04183669,1
6634,20,student,2785,no,no,cellular,sep,2,-1,unknown,single,unknown,no,16,327,0,0,-0.016909514,1
7258,39,blue-collar,175,no,no,cellular,may,1,365,other,single,secondary,no,12,17,2,0,-0.02747703,0
3070,48,technician,-92,yes,no,cellular,feb,1,-1,unknown,single,secondary,no,3,1393,0,0,-0.06537046,1
4530,41,management,217,no,no,cellular,nov,1,-1,unknown,married,tertiary,no,19,328,0,0,-0.09517149,0
2596,31,admin,8784,yes,no,unknown,may,2,-1,unknown,married,secondary,no,21,63,0,0,-0.07919385,0
3650,38,services,322,yes,no,unknown,may,1,-1,unknown,single,secondary,no,26,61,0,0,-0.07455869,0
3770,32,admin,0,no,no,cellular,jul,1,-1,unknown,married,secondary,no,25,209,0,0,-0.094139926,0
6233,28,admin,-504,yes,yes,cellular,may,1,-1,unknown,divorced,secondary,no,14,578,0,0,-0.036101934,1
3372,22,management,104,no,yes,cellular,oct,1,185,success,single,tertiary,no,18,509,3,0,-0.0026790202,1
2503,43,technician,-1701,yes,no,unknown,may,1,-1,unknown,married,secondary,no,26,285,0,0,-0.092354394,0
7602,49,entrepreneur,-701,yes,no,cellular,jul,2,-1,unknown,divorced,unknown,yes,30,988,0,1,0.028903183,1
7483,51,unemployed,1162,yes,no,cellular,jul,1,-1,unknown,married,primary,no,25,2015,0,0,-0.065198116,1
2413,50,management,11528,yes,no,unknown,may,1,-1,unknown,married,tertiary,no,30,57,0,0,-0.06794001,0
6007,30,technician,455,yes,no,cellular,nov,1,-1,unknown,married,secondary,no,21,758,0,0,-0.08132855,1
1630,56,technician,589,yes,no,unknown,oct,1,147,success,married,secondary,no,23,518,2,0,-0.008249132,1
4662,40,blue-collar,0,yes,no,unknown,may,4,-1,unknown,single,secondary,no,27,59,0,0,-0.090361126,0
1466,49,admin,0,no,no,cellular,aug,2,-1,unknown,married,secondary,no,22,115,0,0,-0.09993625,0
2203,23,technician,356,yes,no,cellular,may,2,356,failure,single,secondary,no,18,224,2,0,-0.03798799,0
5823,58,technician,-354,yes,yes,cellular,jul,1,-1,unknown,divorced,secondary,no,7,98,0,0,-0.026827704,0
1025,54,entrepreneur,84,no,no,cellular,jul,2,-1,unknown,married,tertiary,no,29,34,0,0,-0.044449084,0
3177,37,technician,1609,no,yes,unknown,jun,19,-1,unknown,single,tertiary,no,20,10,0,0,-0.00037946296,0
1040,56,retired,1894,yes,no,unknown,may,1,-1,unknown,married,secondary,no,15,189,0,0,-0.08287523,0
5787,59,technician,7766,yes,no,cellular,feb,1,461,failure,married,secondary,no,25,1422,1,0,-0.0018930826,1
7699,33,management,2071,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,8,106,0,0,-0.11405259,0
3173,53,retired,0,no,yes,unknown,jun,1,-1,unknown,married,primary,no,27,747,0,0,-0.00541859,0
1135,37,admin,529,yes,no,cellular,sep,1,149,other,married,secondary,no,16,234,2,1,0.0026418266,0
3571,38,management,690,yes,no,unknown,may,1,-1,unknown,single,tertiary,no,20,34,0,0,-0.07953872,0
6774,55,housemaid,1563,yes,no,cellular,nov,2,-1,unknown,married,primary,no,17,128,0,0,-0.049777504,0
3423,63,retired,2193,no,no,telephone,apr,4,-1,unknown,married,unknown,no,21,1348,0,0,-0.024167655,1
1836,34,technician,178,yes,no,cellular,nov,1,-1,unknown,married,tertiary,no,18,85,0,0,-0.081153356,0
5467,29,blue-collar,922,yes,no,cellular,may,1,-1,unknown,single,secondary,no,18,72,0,0,-0.104768075,0
5995,28,technician,313,no,no,cellular,feb,2,-1,unknown,single,secondary,no,9,1183,0,0,-0.0838531,1
6510,26,services,531,yes,yes,cellular,feb,1,-1,unknown,single,secondary,no,6,184,0,0,-0.04314339,0
7604,29,admin,3794,no,no,cellular,apr,1,-1,unknown,single,secondary,no,30,249,0,0,-0.07534709,0
7571,28,student,2351,no,no,telephone,oct,1,-1,unknown,single,secondary,no,22,157,0,0,-0.03659771,1
4737,31,technician,846,no,no,cellular,may,3,205,failure,single,secondary,no,26,405,2,0,-0.05093494,1
4454,36,blue-collar,111,yes,no,cellular,may,3,-1,unknown,single,secondary,no,6,174,0,0,-0.10150019,0
1223,54,blue-collar,6242,yes,no,cellular,may,1,-1,unknown,married,primary,no,7,162,0,0,-0.08518958,0
3985,36,management,673,yes,no,cellular,jul,1,-1,unknown,married,tertiary,no,16,689,0,0,-0.099302806,1
4677,30,admin,914,yes,no,cellular,oct,3,272,failure,single,secondary,no,28,524,1,0,-0.028896224,1
923,41,blue-collar,201,yes,no,cellular,feb,1,-1,unknown,married,primary,no,3,157,0,0,-0.07661613,1
4552,28,admin,-7,no,yes,unknown,jun,2,-1,unknown,single,secondary,no,26,3183,0,0,-0.0046816273,1
6959,52,services,820,yes,no,cellular,feb,2,-1,unknown,married,secondary,no,2,135,0,0,-0.08574783,0
3120,54,admin,140,no,no,telephone,apr,2,182,failure,married,unknown,no,27,473,2,1,0.010274473,1
5803,35,unemployed,295,no,no,unknown,mar,1,-1,unknown,single,secondary,no,17,473,0,0,-0.05373339,1
6981,34,admin,36,no,no,cellular,aug,6,-1,unknown,married,secondary,no,22,192,0,0,-0.098448426,0
4299,44,blue-collar,2657,yes,no,unknown,jun,2,-1,unknown,married,primary,no,20,202,0,0,-0.0773816,0
6475,35,technician,1144,no,no,cellular,aug,13,-1,unknown,married,secondary,no,20,197,0,0,-0.100541286,0
660,32,technician,-262,yes,no,telephone,aug,24,-1,unknown,divorced,secondary,no,28,85,0,1,0.004533601,0
4478,43,technician,2643,no,no,telephone,may,5,-1,unknown,married,tertiary,no,4,331,0,0,-0.054933157,1
2802,53,admin,53,yes,no,cellular,may,1,-1,unknown,married,secondary,no,18,387,0,0,-0.10637356,1
4699,42,management,1272,yes,no,cellular,may,1,169,failure,married,tertiary,no,5,117,1,0,-0.06958735,0
4119,42,technician,827,no,no,cellular,aug,3,-1,unknown,married,secondary,no,25,153,0,0,-0.10800465,0
2957,53,technician,9001,no,no,cellular,apr,1,-1,unknown,married,tertiary,no,5,170,0,0,-0.06923932,1
3220,36,admin,125,yes,no,unknown,may,1,-1,unknown,divorced,tertiary,no,26,172,0,0,-0.04670751,0
5534,44,unemployed,1151,yes,no,unknown,jun,2,-1,unknown,married,tertiary,no,5,127,0,0,-0.07072909,0
7716,77,retired,4659,no,no,cellular,apr,1,-1,unknown,divorced,tertiary,no,14,161,0,0,-0.0394494,1
658,26,management,1438,no,no,cellular,apr,1,449,other,single,tertiary,no,27,321,1,0,-0.022320919,1
6655,64,unemployed,588,no,no,cellular,mar,1,-1,unknown,divorced,secondary,no,8,409,0,0,-0.022836708,1
609,35,management,1496,yes,no,cellular,aug,4,-1,unknown,single,tertiary,no,22,73,0,0,-0.09654788,0
1875,58,retired,0,no,no,unknown,jun,5,-1,unknown,divorced,secondary,no,17,436,0,0,-0.024951542,0
1090,40,blue-collar,273,yes,no,unknown,jun,1,-1,unknown,married,secondary,no,19,1082,0,0,-0.08289535,0
4824,70,retired,482,no,no,telephone,jan,1,196,success,divorced,primary,no,14,372,2,1,0.027509982,1
445,32,unemployed,1026,yes,no,cellular,may,1,-1,unknown,single,secondary,no,13,289,0,0,-0.089992285,1
1911,23,technician,4545,no,no,cellular,jun,1,-1,unknown,single,secondary,no,3,200,0,0,-0.082740344,0
4220,50,management,3463,no,yes,cellular,oct,1,-1,unknown,married,tertiary,no,28,96,0,0,-0.057518065,1
3636,47,management,600,no,no,cellular,aug,15,-1,unknown,married,tertiary,no,19,290,0,0,-0.09614977,1
4794,75,retired,291,no,no,cellular,aug,1,182,success,married,secondary,no,12,350,2,0,-0.050813243,1
3967,38,admin,-51,no,yes,cellular,jan,1,-1,unknown,divorced,secondary,no,30,102,0,0,-0.012361994,0
1701,57,retired,5313,no,no,cellular,jun,1,-1,unknown,married,secondary,no,3,200,0,0,-0.09075422,1
1586,42,self-employed,1216,yes,no,cellular,apr,1,521,failure,married,secondary,no,23,296,1,0,-0.03641398,1
738,38,services,895,yes,no,cellular,may,1,-1,unknown,single,secondary,no,12,1531,0,0,-0.083412066,1
1632,47,housemaid,1405,no,no,unknown,jun,1,-1,unknown,divorced,primary,no,12,127,0,0,-0.012299468,0
7173,23,blue-collar,-213,no,no,unknown,may,2,-1,unknown,married,primary,no,13,165,0,0,-0.075270735,0
181,53,blue-collar,25,no,no,cellular,aug,2,-1,unknown,married,secondary,no,22,528,0,0,-0.10613974,1
4959,64,management,2352,no,no,cellular,nov,4,183,success,married,unknown,no,3,181,7,0,-0.026900062,1
4367,45,self-employed,-497,yes,yes,cellular,nov,1,-1,unknown,married,tertiary,no,20,260,0,0,-0.052417923,0
5127,34,management,500,yes,no,unknown,may,1,-1,unknown,divorced,tertiary,no,29,399,0,0,-0.043801513,0
5445,33,management,576,no,no,cellular,may,1,111,other,single,tertiary,no,25,220,2,0,-0.049254034,0
7395,50,technician,570,no,no,unknown,jun,3,-1,unknown,married,primary,no,20,21,0,0,-0.056516092,0
1078,57,technician,589,yes,no,cellular,jan,1,244,other,married,secondary,no,28,198,1,0,-0.027409285,0
3920,58,admin,903,no,no,cellular,jan,1,-1,unknown,married,unknown,no,28,56,0,0,-0.07356518,0
7537,47,services,1764,no,yes,cellular,aug,6,-1,unknown,married,secondary,no,26,119,0,0,-0.055770807,0
5367,54,housemaid,9,no,yes,cellular,jul,3,-1,unknown,divorced,tertiary,no,29,136,0,0,-0.003514954,0
6001,51,self-employed,2094,no,no,cellular,jun,6,-1,unknown,married,unknown,no,8,458,0,0,-0.07105692,1
772,26,management,222,no,no,cellular,apr,1,334,failure,single,tertiary,no,26,192,1,0,-0.055895608,1
2158,53,retired,7132,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,13,88,0,0,-0.08722158,0
1251,40,services,1038,no,no,unknown,jun,1,-1,unknown,single,secondary,no,5,741,0,0,-0.06355455,0
5824,32,management,2069,no,no,cellular,apr,1,-1,unknown,single,tertiary,no,22,545,0,0,-0.08315513,1
6210,58,retired,565,no,no,telephone,jul,1,-1,unknown,married,primary,no,7,876,0,0,-0.04904789,1
1312,27,services,223,yes,yes,cellular,may,2,-1,unknown,single,secondary,no,13,297,0,0,-0.05440491,0
3566,42,blue-collar,160,yes,yes,unknown,jun,1,-1,unknown,married,secondary,no,26,190,0,0,-0.060690578,0
4354,31,technician,450,no,yes,cellular,nov,2,129,failure,married,secondary,no,20,111,4,0,-0.010572064,0
6172,45,entrepreneur,1187,no,yes,cellular,nov,1,-1,unknown,divorced,secondary,no,20,157,0,0,-0.016779961,0
804,34,technician,806,no,no,cellular,jul,3,458,success,married,secondary,no,19,253,1,0,-0.036508694,1
3158,35,management,1120,no,no,unknown,sep,1,771,success,single,tertiary,no,21,4,2,1,0.017544169,0
4040,85,retired,7613,no,no,cellular,feb,3,-1,unknown,divorced,primary,no,18,355,0,0,-0.007969466,1
3986,80,housemaid,0,no,no,cellular,feb,1,189,failure,married,primary,no,23,639,1,0,-0.011676591,1
1327,38,entrepreneur,0,no,no,cellular,jul,2,-1,unknown,married,tertiary,no,23,532,0,0,-0.059841413,1
7583,27,blue-collar,416,yes,no,unknown,may,2,-1,unknown,married,primary,no,30,1193,0,0,-0.06139876,1
4061,57,retired,720,no,no,telephone,feb,4,-1,unknown,divorced,primary,no,17,202,0,1,0.00083886454,1
3509,25,technician,-276,yes,no,unknown,jun,1,-1,unknown,married,secondary,no,4,105,0,0,-0.09033819,0
